,Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,black_population,white_population,asian_population,native_population,hispanic_population,zcta
31962,42138,13058,81484,31158,5678,944,16808,2744,486,23674,95407
31963,26158,11856,100225,62656,1683,252,19436,1801,344,4806,95409
31964,797,395,-666666666,56019,119,0,666,33,0,82,95410
31965,271,123,-666666666,29999,65,0,201,7,0,68,95412
31966,1383,430,50577,30778,126,98,946,89,73,605,95415
31967,211,63,250001,48425,20,0,193,15,0,0,95417
31968,169,131,-666666666,82610,18,0,145,0,0,50,95419
31969,351,150,235959,98256,9,1,208,41,0,2,95420
31970,1679,700,67917,45398,341,0,1372,89,33,100,95421
31971,16998,5999,41428,20622,4021,718,10610,144,621,5049,95422
31972,3322,1605,42648,42871,716,58,2639,65,75,442,95423
31973,11331,4401,103125,51752,675,32,8264,206,106,3524,95425
31974,1178,564,79904,46093,48,2,1065,0,0,38,95426
31975,589,202,53158,43163,125,0,589,0,0,35,95427
31976,2775,946,46694,24761,822,3,1432,5,773,852,95428
31977,118,85,-666666666,30047,55,0,112,6,0,0,95429
31978,0,0,-666666666,-666666666,0,0,0,0,0,0,95430
31979,76,0,-666666666,6333,31,12,51,8,0,11,95431
31980,614,304,-666666666,37984,102,0,503,24,0,77,95432
31981,347,83,-666666666,18721,0,0,347,0,0,0,95435
31982,6008,2432,87339,48927,393,176,4556,179,53,597,95436
31983,14865,6366,53320,33848,2271,27,11675,281,365,3172,95437
31984,782,266,158125,47158,185,0,513,0,0,342,95439
31985,1819,702,125400,64056,178,31,1233,32,55,549,95441
31986,2592,1253,168512,152331,495,8,2217,22,5,222,95442
31987,190,35,-666666666,4494,185,15,151,0,0,39,95443
31988,516,215,-666666666,115165,26,0,320,0,28,179,95444
31989,2012,884,79462,52298,114,1,1580,0,6,321,95445
31990,4709,2407,82706,56817,418,19,3701,64,108,698,95446
31991,16745,6949,100437,61976,1580,13,12746,282,71,4134,95448
31992,1785,587,61576,30543,419,9,1046,3,134,771,95449
31993,272,112,93750,48496,0,0,232,1,0,36,95450
31994,12957,4973,61904,37331,1227,362,8555,47,11,4451,95451
31995,1240,527,144904,106922,64,0,951,168,0,118,95452
31996,11254,4583,65012,41356,1625,150,8579,129,614,1948,95453
31997,1714,763,38998,18966,418,0,1146,16,86,176,95454
31998,775,400,28140,38085,127,0,715,5,0,82,95456
31999,3252,1363,42721,45504,997,18,2049,56,6,935,95457
32000,3303,1474,46244,26830,524,76,2478,183,126,361,95458
32001,853,345,59653,40710,40,0,587,0,43,271,95459
32002,2349,1059,75037,46194,136,24,2098,91,0,113,95460
32003,3909,1418,79914,43274,321,38,3139,45,0,824,95461
32004,1091,575,87188,62772,80,0,1013,18,8,65,95462
32005,88,33,85313,41443,0,0,88,0,0,23,95463
32006,2466,974,71150,26453,538,44,1280,75,499,576,95464
32007,1251,531,104792,62550,84,0,1136,46,15,98,95465
32008,880,284,48393,34239,302,9,795,0,6,270,95466
32009,5795,2184,82660,37300,396,30,4947,22,0,694,95467
32010,1822,681,90417,41599,238,11,1045,23,152,532,95468
32011,1323,622,61500,39559,97,6,1089,19,22,131,95469
32012,6068,2111,74514,35190,1671,19,4435,0,339,1902,95470
32013,780,400,66216,47338,85,0,753,27,0,135,95471
32014,28443,11591,108685,57275,2592,313,22643,687,78,4314,95472
32015,36386,15267,100734,61989,3075,453,26813,706,55,10295,95476
32016,6,1,-666666666,-1,0,0,0,0,6,0,95480
32017,34183,11653,65657,33948,5480,242,23866,1054,973,11938,95482
32018,2909,1164,71071,40864,451,27,2282,157,80,301,95485
32019,27,27,-666666666,-1,0,0,27,0,0,0,95486
32020,366,276,-666666666,50383,20,0,292,0,0,74,95488
32021,14360,5542,63418,33736,1591,192,11296,226,456,2863,95490
32022,28096,9826,129250,54325,1269,244,19062,719,1041,8731,95492
32023,144,68,68875,30776,16,0,130,0,0,14,95493
32024,151,71,146750,72474,37,0,124,0,27,0,95494
32025,1224,643,92260,70214,142,0,1108,49,0,144,95497
32026,23706,9658,52222,35450,4741,602,16992,1389,374,3460,95501
32027,24072,9873,68307,35991,4066,218,18586,722,793,2908,95503
32028,102,58,2499,-1,78,0,90,0,0,0,95511
32029,117,50,64833,25744,0,0,117,0,0,0,95514
32030,18781,7446,68785,37969,2556,73,14606,839,730,1916,95519
32031,21712,8736,47764,28907,6334,648,15839,740,317,3292,95521
32032,1700,630,78125,48627,182,0,1590,0,0,99,95524
32033,1358,681,59028,42697,290,0,1079,36,94,69,95525
32034,638,216,45833,30045,226,0,500,3,6,94,95526
32035,701,270,55714,18104,261,0,691,0,7,0,95527
32036,1555,584,75395,40338,314,0,1360,0,61,41,95528
32037,23029,7741,60365,27935,2834,705,15931,826,1208,5026,95531
32038,3258,1241,66815,39972,364,8,2485,55,31,644,95536
32039,629,148,71310,20091,286,76,553,0,0,0,95537
32040,1022,431,62392,30249,124,17,845,0,33,124,95538
32041,14415,5725,58348,32635,2105,57,10804,266,330,2463,95540
32042,2862,1276,36472,25014,1004,0,2547,7,76,234,95542
32043,376,250,26736,25013,133,2,258,0,0,14,95543
32044,492,117,-666666666,31683,174,47,303,0,16,60,95545
32045,2666,812,48472,21300,789,1,209,150,1957,93,95546
32046,1121,461,61328,37546,264,0,966,28,60,108,95547
32047,1034,382,48276,23641,262,23,498,2,353,149,95548
32048,1140,372,81554,36532,199,1,969,15,12,16,95549
32049,213,89,96336,40336,10,0,162,0,0,2,95550
32050,1789,585,83661,34746,112,42,1324,22,155,262,95551
32051,423,227,21550,27487,176,0,423,0,0,0,95552
32052,1037,388,43716,20726,437,0,711,0,0,156,95553
32053,313,149,-666666666,32596,37,0,248,0,0,38,95554
32054,370,132,40000,49712,79,0,219,0,22,20,95555
32055,692,227,-666666666,27151,24,0,533,0,124,7,95556
32056,246,133,42917,40704,68,0,217,8,11,5,95558
32057,0,0,-666666666,-666666666,0,0,0,0,0,0,95559
32058,1337,600,66378,26804,281,5,1294,5,5,23,95560
32059,3396,1381,45547,28225,337,30,2566,89,207,555,95562
32060,911,233,41354,74808,61,178,674,5,13,7,95563
32061,564,219,55536,28186,73,0,452,0,3,41,95564
32062,860,281,86406,27664,115,0,649,0,14,64,95565
32063,2001,726,92105,35847,232,0,1437,31,371,294,95567
32064,224,41,-666666666,38957,39,0,97,58,31,66,95568
32065,91,57,-666666666,87032,18,0,91,0,0,4,95569
32066,2523,1131,68594,47255,361,0,2091,15,67,195,95570
32067,30,0,-666666666,-666666666,0,14,16,0,0,0,95571
32068,1417,597,-666666666,27808,159,3,1145,0,58,114,95573
32069,545,225,36806,24324,130,16,424,30,45,13,95585
32070,0,0,-666666666,-666666666,0,0,0,0,0,0,95587
32071,1153,548,42199,24575,371,41,919,0,0,199,95589
32072,143,74,-666666666,185266,3,14,109,0,12,0,95595
32073,352,175,88286,48509,20,0,333,2,0,29,95601
32074,18610,7325,96578,50941,1583,63,15924,400,82,2475,95602
32075,28366,12031,78933,48796,3491,218,23834,537,198,4348,95603
32076,34,23,-666666666,74262,0,0,34,0,0,0,95604
32077,14291,4742,68226,31785,2079,991,6884,1148,11,6525,95605
32078,185,95,26483,95002,42,0,165,0,20,14,95606
32079,235,116,136250,73671,0,0,172,0,0,31,95607
32080,63715,26050,79371,47277,7747,3809,46059,5101,312,9586,95608
32081,46219,17223,75370,36000,4739,1710,35474,1558,332,8815,95610
32082,1462,457,130104,45227,0,0,1299,84,0,412,95612
32083,0,0,-666666666,-666666666,0,0,0,0,0,0,95613
32084,4479,1756,114479,52276,375,0,3998,50,0,491,95614
32085,1147,413,67633,27803,82,0,578,51,0,507,95615
32086,52090,18369,69204,38990,14973,1146,29145,14033,235,7408,95616
32087,26946,9952,105625,53903,5595,742,16132,6581,268,4427,95618
32088,6414,2547,72236,35911,964,24,5667,194,47,1402,95619
32089,22004,7523,94042,41056,1454,416,14635,698,55,8746,95620
32090,42089,16201,74573,35210,4322,927,30826,2477,275,8487,95621
32091,4488,1642,94044,43703,943,28,3836,139,26,431,95623
32092,67915,20424,114558,41727,5353,6265,30073,17791,358,11981,95624
32093,88,65,-666666666,73314,0,0,88,0,0,23,95625
32094,5845,1911,89395,37647,588,264,4338,386,96,1225,95626
32095,4137,1202,96809,32106,454,263,3067,157,0,1689,95627
32096,44256,16954,110012,53372,3629,885,34909,2208,223,6049,95628
32097,747,359,41201,45630,153,0,621,19,35,30,95629
32098,76599,28274,134844,59724,4034,1882,49478,14898,179,10414,95630
32099,6244,2610,94706,44577,697,0,5319,71,74,833,95631
32100,31217,10001,91315,39524,2261,640,19370,1379,224,13249,95632
32101,3305,1336,82963,48672,538,0,3149,60,10,325,95633
32102,3878,1795,67364,42167,446,13,3606,89,64,354,95634
32103,948,405,92758,44057,120,0,884,0,0,177,95635
32104,1374,484,84843,35287,0,0,1263,0,0,4,95636
32105,276,125,128144,54356,72,0,171,0,0,27,95637
32106,2246,796,94167,41568,192,198,1684,59,15,382,95638
32107,314,109,-666666666,19061,47,0,208,0,0,289,95639
32108,12518,3912,90665,34119,831,538,9119,100,260,2068,95640
32109,1517,772,52035,38352,388,8,1146,37,0,427,95641
32110,7152,2984,78143,41395,502,43,5768,248,104,1304,95642
32111,1162,447,55758,24464,148,0,874,0,0,764,95645
32112,249,59,138295,36701,68,2,182,0,0,103,95646
32113,55350,20954,100112,49800,4208,806,42749,3380,323,9776,95648
32114,14098,5355,130869,74180,834,10,12234,296,61,770,95650
32115,738,255,-666666666,64939,46,0,451,132,0,128,95651
32116,1193,345,24766,13154,545,304,474,22,13,238,95652
32117,455,175,-666666666,27542,88,1,220,1,1,374,95653
32118,4954,1618,123893,42032,525,482,2722,501,13,975,95655
32119,5974,2274,117118,57509,187,140,5036,172,99,493,95658
32120,790,308,68333,43011,110,4,549,14,5,262,95659
32121,35458,10797,63429,24581,6923,3779,19851,2746,273,11921,95660
32122,32827,13002,105789,53648,2476,495,24780,3132,126,5015,95661
32123,32436,12531,92507,43653,2895,522,25623,930,503,4493,95662
32124,2659,1128,126250,65265,203,0,2275,42,3,240,95663
32125,1133,516,84333,46305,25,97,891,44,0,52,95664
32126,4693,2012,61094,33545,277,0,3776,50,22,785,95665
32127,5885,2516,75558,41343,412,24,5104,44,14,745,95666
32128,36084,14504,84296,44091,3422,308,31674,330,339,4967,95667
32129,507,208,78333,46328,33,3,350,6,77,142,95668
32130,2514,986,84500,47747,263,32,1985,10,26,588,95669
32131,59449,22046,86905,40416,6667,5364,33847,8028,917,12096,95670
32132,4478,24,157857,2098,0,1778,1197,88,85,1595,95671
32133,5744,2067,138813,61644,197,2,5270,83,88,667,95672
32134,16665,5129,88866,32806,2188,428,11887,1166,33,3769,95673
32135,859,281,108750,42491,92,26,572,32,0,98,95674
32136,487,140,-666666666,23738,66,43,366,0,0,23,95675
32137,113,29,-666666666,21657,60,0,103,0,0,113,95676
32138,28591,10501,102549,49451,1962,493,20853,2132,185,4437,95677
32139,45210,17588,96178,45145,3379,945,32248,3471,309,9769,95678
32140,131,56,-666666666,82198,0,0,131,0,0,0,95679
32141,9,9,-666666666,-1,0,0,9,0,0,0,95680
32142,1370,336,100147,28199,20,0,969,0,23,464,95681
32143,29750,11510,108556,56780,1899,163,25278,772,168,4461,95682
32144,6330,2657,128264,61710,243,330,4733,380,82,1245,95683
32145,2913,1410,81331,59626,277,14,2196,33,0,597,95684
32146,4703,2114,60158,45416,345,24,4133,20,5,310,95685
32147,1194,406,38611,20543,422,53,490,64,0,676,95686
32148,68996,22564,104135,42192,4267,7517,39198,6590,655,17536,95687
32149,40147,14035,116699,50401,2818,1500,28204,3539,148,10403,95688
32150,1498,539,127708,75053,66,0,1368,26,14,242,95689
32151,1621,598,71250,36401,286,18,882,153,43,701,95690
32152,39961,14276,97380,43675,5652,1640,22965,5515,368,11720,95691
32153,4887,1737,79174,37589,252,5,4174,77,10,810,95692
32154,7624,2413,136411,51608,452,85,5458,759,79,1877,95693
32155,9600,3269,101354,49485,970,71,6571,200,0,4347,95694
32156,39892,14626,79009,40038,4354,480,25501,1320,564,20251,95695
32157,281,89,-666666666,16508,189,0,174,0,0,263,95697
32158,196,121,-666666666,81082,29,0,140,0,0,84,95698
32159,60,15,-666666666,107930,10,0,44,0,0,16,95699
32160,1045,398,91875,62589,77,5,923,18,0,31,95701
32161,1955,733,93602,53235,230,42,1533,13,0,298,95703
32162,6103,2521,82298,54312,949,0,5648,184,10,317,95709
32163,10280,3877,98558,43122,861,36,9060,187,87,1204,95713
32164,411,159,77344,35389,54,0,390,0,0,52,95714
32165,110,42,151316,57802,2,0,108,0,0,0,95715
32166,129,54,-666666666,30284,44,0,113,0,4,20,95717
32167,107,39,-666666666,47766,0,0,65,0,0,0,95720
32168,0,0,-666666666,-666666666,0,0,0,0,0,0,95721
32169,4829,1885,115795,57737,148,0,4260,148,32,480,95722
32170,7974,3454,86320,45998,767,101,7145,111,19,668,95726
32171,549,219,113304,56124,22,0,458,54,0,43,95728
32172,51,22,104500,51598,0,0,51,0,0,0,95735
32173,131,60,-666666666,46837,0,0,88,15,0,15,95736
32174,14883,4341,149613,50631,535,1369,6934,4318,34,2049,95742
32175,22743,7915,173034,80724,1176,765,17911,2252,56,2180,95746
32176,75681,27164,129469,55607,4254,1840,50760,13355,56,9690,95747
32177,53232,15139,128216,43467,5232,6526,14962,20734,294,9832,95757
32178,66153,22176,102306,40499,6787,8204,23720,19296,237,14120,95758
32179,45842,16066,162464,74061,1995,509,33869,6106,45,3799,95762
32180,43059,14103,121847,52023,1079,615,29860,5742,125,6131,95765
32181,26352,8165,99930,39113,1742,625,14534,2983,151,11953,95776
32182,8456,4534,75826,57486,1763,788,4931,887,134,1961,95811
32183,12248,6868,44537,42756,2897,1430,7068,1499,110,2546,95814
32184,26523,9592,54747,29470,6253,3179,9275,2373,700,12215,95815
32185,18334,10747,83933,67062,1787,500,13941,803,51,3410,95816
32186,14513,6637,60362,38260,3108,2039,7418,1482,278,3759,95817
32187,23062,10681,113733,69216,2815,795,14755,1903,268,5061,95818
32188,19806,8100,124916,64875,1188,598,14556,1142,62,3805,95819
32189,36024,13656,64501,32485,7116,3638,16577,3473,253,15214,95820
32190,37436,15841,56019,37064,6460,2847,21109,4931,139,7845,95821
32191,46413,16601,76774,34428,5728,6321,16464,8558,261,15204,95822
32192,82983,24396,59547,22984,16262,15266,16995,19575,629,28655,95823
32193,30556,9024,50387,21467,7707,2636,7238,9221,561,12558,95824
32194,37310,16047,56604,32363,10295,4691,16386,4766,262,9820,95825
32195,40205,15920,77685,37950,6523,4713,21858,4444,287,9654,95826
32196,21084,7444,80810,34006,2470,2900,11452,2236,234,4962,95827
32197,60850,17941,74493,27998,9106,6282,14355,22590,513,16980,95828
32198,31297,9280,111523,37827,3983,2495,10291,12427,85,6217,95829
32199,746,210,130139,47575,100,223,381,130,0,41,95830
32200,44450,19337,93449,53818,3690,7339,15928,11816,220,8225,95831
32201,13116,3152,75071,20282,2555,1610,2528,4644,118,4198,95832
32202,40908,15628,82694,40001,4046,5878,15458,4556,132,16381,95833
32203,34892,12195,93684,39475,4647,5751,11274,10080,258,9349,95834
32204,40957,14491,114201,47562,1836,5508,14853,12790,179,7176,95835
32205,306,119,121563,81388,40,10,296,0,0,0,95837
32206,41311,11766,58253,22928,8177,6695,12943,7587,435,15015,95838
32207,21542,8406,62697,33352,3451,1948,13905,1634,109,4389,95841
32208,34775,11855,64269,26329,6531,4501,19016,3479,430,7750,95842
32209,47195,14974,92336,35082,4815,4932,30009,5493,401,6874,95843
32210,25728,9930,123535,69253,2468,692,18846,2177,132,3282,95864
32211,36119,12777,59378,27888,7276,1100,22662,3317,705,10510,95901
32212,1868,482,54265,27600,129,244,1327,83,3,216,95903
32213,148,49,-666666666,21751,0,0,148,0,0,0,95910
32214,4908,1522,77772,33933,209,48,2911,10,15,3214,95912
32215,313,133,45083,27386,35,0,231,0,0,97,95913
32216,450,206,49286,56430,151,4,382,0,15,82,95914
32217,0,0,-666666666,-666666666,0,0,0,0,0,0,95915
32218,965,397,41385,25585,349,0,832,51,26,93,95916
32219,4091,1287,79458,28489,334,0,3395,34,0,1328,95917
32220,1807,911,77535,57770,143,16,1381,14,0,175,95918
32221,1183,561,65703,30882,270,7,1153,0,0,23,95919
32222,164,85,90795,79084,27,0,93,16,13,45,95920
32223,593,294,50875,31268,77,0,457,0,16,53,95922
32224,43,29,51319,42142,0,0,39,1,0,3,95923
32225,188,43,21629,5914,154,53,51,0,10,85,95925
32226,42362,17000,60932,33401,10281,1125,31847,2315,253,7611,95926
32227,38412,15583,66023,40499,8801,663,30212,1390,234,7095,95928
32228,0,0,-666666666,-666666666,0,0,0,0,0,0,95929
32229,417,120,-666666666,32926,252,0,417,0,0,0,95930
32230,7789,3010,62625,31548,1080,272,4542,85,155,3888,95932
32231,33,24,2499,24482,13,0,33,0,0,0,95934
32232,465,207,48797,25856,99,0,459,0,0,24,95935
32233,121,42,106058,41742,0,7,93,0,0,15,95936
32234,1145,496,45988,39214,166,12,910,45,10,325,95937
32235,4451,1460,98103,42951,235,273,3246,192,28,646,95938
32236,376,158,35972,28013,51,25,248,0,74,35,95939
32237,396,133,66938,23308,56,0,130,6,59,0,95941
32238,1786,793,147009,86090,107,0,1635,0,0,154,95942
32239,670,283,64750,36268,98,0,622,0,0,81,95943
32240,65,65,-666666666,-1,0,0,65,0,0,0,95944
32241,27388,11846,59943,37771,3344,101,23960,296,137,2805,95945
32242,9049,3561,78428,40895,1023,13,7913,111,59,1180,95946
32243,1407,585,71125,53477,125,2,1261,43,23,31,95947
32244,11456,3749,63187,28596,1038,33,8655,181,147,3787,95948
32245,21232,8273,90293,46161,1615,106,18990,185,157,1605,95949
32246,442,171,45590,24645,188,0,375,0,0,61,95950
32247,2522,845,56685,24378,348,30,813,67,0,2216,95951
32248,11201,3406,68951,26587,1798,163,5703,1512,380,4917,95953
32249,10163,4000,58694,29833,1236,5,8162,178,35,1214,95954
32250,1413,538,52250,32912,284,0,811,10,1,918,95955
32251,458,180,61182,36905,21,0,441,8,9,9,95956
32252,752,268,77250,36743,51,6,503,0,15,229,95957
32253,0,0,-666666666,-666666666,0,0,0,0,0,0,95958
32254,18244,7605,75625,48104,2144,131,16265,469,36,1394,95959
32255,594,252,37586,21315,154,0,569,3,0,8,95960
32256,32663,9766,74819,29707,3917,1429,19395,2860,399,12376,95961
32257,1136,455,73090,41484,8,0,1022,9,0,26,95962
32258,16485,5537,65057,27608,2022,10,11921,209,319,7487,95963
32259,20835,7377,45406,25178,4889,833,13362,3047,466,3624,95965
32260,30108,11978,62519,33211,4600,510,22130,1663,674,4998,95966
32261,1366,538,41875,33324,175,0,1026,23,63,328,95968
32262,7564,3447,63975,38487,1106,45,6442,93,34,610,95969
32263,466,183,82054,44308,96,12,442,0,4,85,95970
32264,5931,2162,71516,37612,712,333,4716,57,59,532,95971
32265,142,56,-666666666,-1,0,0,142,0,0,0,95972
32266,38323,15106,87667,45763,4371,371,29520,2009,379,6735,95973
32267,65,33,-666666666,-1,0,0,65,0,0,0,95974
32268,1628,703,78201,32093,172,0,1550,10,28,38,95975
32269,1822,678,96071,33826,112,52,1336,50,36,166,95977
32270,98,30,124318,36831,34,0,98,0,0,18,95978
32271,374,172,33000,32337,119,43,293,6,3,48,95979
32272,52,18,-666666666,28190,0,0,52,0,0,0,95981
32273,3084,1112,91481,36316,147,1,2716,68,31,622,95982
32274,395,165,72596,39262,0,0,256,0,21,127,95983
32275,177,89,-666666666,22167,22,0,177,0,0,0,95984
32276,104,39,-666666666,33348,19,0,104,0,0,0,95986
32277,6504,1878,82935,30816,395,4,3995,53,144,5057,95987
32278,8748,2900,66023,29021,1798,35,5919,693,264,2583,95988
32279,43978,14583,65072,29902,6730,1125,23416,5481,728,17439,95991
32280,37222,12594,85863,40467,3960,602,19343,9340,371,7942,95993
32281,34721,13156,70701,38279,4341,425,29245,852,518,3392,96001
32282,34634,12734,71608,35122,3683,412,26256,1946,746,4420,96002
32283,43945,18084,67440,36246,7013,573,36014,1843,513,4686,96003
32284,587,196,40882,27018,43,0,581,1,0,17,96006
32285,24849,9971,57517,30004,3390,51,20343,387,526,3476,96007
32286,1123,420,89706,41250,86,22,1034,0,6,127,96008
32287,247,111,47054,19848,19,0,243,0,0,4,96009
32288,28,0,-666666666,-666666666,28,0,0,0,0,28,96010
32289,232,77,29219,18845,71,9,205,2,4,15,96011
32290,4212,1605,55865,29225,685,98,3605,7,129,217,96013
32291,173,99,-666666666,27316,43,0,143,0,11,0,96014
32292,560,121,44918,18841,237,6,418,110,2,110,96015
32293,319,143,51573,21310,115,0,310,0,0,9,96016
32294,143,78,42500,36105,43,0,135,3,3,0,96017
32295,10466,3958,53776,26562,1933,7,8766,142,279,1217,96019
32296,2593,1125,85536,54191,202,15,2499,0,0,374,96020
32297,15746,5384,56724,25137,2412,17,9319,309,100,8021,96021
32298,14751,5708,81150,39600,1700,97,12588,396,158,1292,96022
32299,1189,485,37438,22146,223,0,1034,24,5,323,96023
32300,1105,369,51971,31798,321,0,896,139,30,95,96024
32301,2247,1017,41703,26142,344,50,1695,37,46,386,96025
32302,1907,778,59688,32685,243,42,1684,14,21,68,96027
32303,1805,676,59722,31177,139,7,1234,0,94,314,96028
32304,120,39,80750,23770,22,0,97,0,0,22,96029
32305,66,38,26000,18091,20,0,49,0,5,0,96031
32306,2606,1072,62581,30560,412,18,1928,3,395,189,96032
32307,321,128,47083,28243,25,0,269,15,0,29,96033
32308,345,149,54250,33733,25,15,317,0,1,8,96034
32309,4097,1651,49527,29363,1096,5,2638,0,43,2147,96035
32310,131,60,103929,39264,0,0,131,0,0,0,96037
32311,499,232,56857,27243,43,13,441,0,0,28,96038
32312,726,360,38295,27477,157,0,383,9,131,54,96039
32313,71,30,-666666666,39999,0,1,65,3,0,15,96040
32314,3511,1121,40354,26335,994,3,2747,126,0,608,96041
32315,1215,471,57981,26746,268,1,829,27,26,157,96044
32316,328,123,31747,16792,32,0,328,0,0,0,96046
32317,843,362,91250,63001,160,0,690,6,22,73,96047
32318,1283,341,61061,26205,232,0,1099,16,28,80,96048
32319,400,241,36354,34216,90,0,349,17,12,20,96050
32320,1067,517,64329,31869,302,7,948,53,7,79,96051
32321,2538,620,56635,24878,398,20,2005,38,95,106,96052
32322,269,128,67823,32749,42,0,260,0,8,0,96054
32323,3760,1494,55833,30801,1030,0,2823,96,19,1293,96055
32324,1318,545,76771,100086,100,0,1039,131,32,70,96056
32325,1158,525,45625,33779,166,14,989,10,17,82,96057
32326,809,223,55662,20116,137,31,460,65,0,444,96058
32327,323,152,128272,92033,17,0,299,24,0,0,96059
32328,0,0,-666666666,-666666666,0,0,0,0,0,0,96061
32329,1002,398,98750,53509,51,0,900,0,3,71,96062
32330,77,59,-666666666,47827,8,0,77,0,0,0,96063
32331,4690,1794,58596,29564,709,27,3865,59,202,463,96064
32332,364,153,77981,49893,44,0,268,0,20,84,96065
32333,7321,3630,59093,40907,782,20,6407,123,15,606,96067
32334,125,17,-666666666,7175,39,26,51,36,0,33,96068
32335,1390,529,63807,30256,336,0,981,13,8,289,96069
32336,7,7,-666666666,-1,7,0,7,0,0,0,96071
32337,5648,1919,114301,51052,97,32,4843,34,67,236,96073
32338,183,43,67875,16425,9,15,98,21,0,42,96074
32339,341,172,-666666666,22243,45,21,260,0,0,30,96075
32340,152,63,26321,19463,31,0,108,15,20,15,96076
32341,135,34,-666666666,-1,0,0,135,0,0,0,96078
32342,31190,12003,58654,38923,4403,537,25109,493,687,5087,96080
32343,664,279,34073,27475,137,0,529,46,25,42,96084
32344,38,14,-666666666,40655,0,0,19,2,17,0,96085
32345,268,125,46146,25321,68,0,229,2,4,40,96086
32346,824,299,97083,57097,79,0,777,0,15,14,96087
32347,4703,2179,65725,38161,339,38,3915,49,97,334,96088
32348,421,202,53750,34469,29,0,286,0,12,101,96090
32349,693,329,47031,40687,93,0,650,0,14,18,96091
32350,402,105,70509,25418,169,0,288,0,0,121,96092
32351,3959,1660,49842,34947,812,3,2999,68,302,222,96093
32352,6985,2926,62279,44303,1224,275,5402,236,120,1104,96094
32353,784,336,54286,43340,85,0,708,5,17,115,96096
32354,10154,4229,49281,31627,1953,192,8121,22,344,1504,96097
32355,4824,1906,54863,26609,795,155,3963,9,116,696,96101
32356,1340,605,66875,51163,118,0,1287,7,0,35,96103
32357,962,431,47404,32705,74,5,871,3,3,96,96104
32358,429,192,-666666666,37853,40,0,246,0,40,0,96105
32359,465,167,76771,25749,72,0,465,0,0,19,96106
32360,868,348,43800,27371,117,0,645,36,6,210,96107
32361,149,61,91172,40606,6,0,149,0,0,0,96108
32362,1297,450,49500,24626,375,0,1103,32,0,74,96109
32363,37,25,-666666666,59249,0,0,37,0,0,0,96110
32364,23,14,-666666666,44948,0,0,23,0,0,0,96111
32365,172,63,-666666666,24785,50,0,82,0,86,14,96112
32366,2164,354,46825,11919,423,416,1449,27,76,602,96113
32367,2927,1222,63984,37522,202,0,2431,15,86,329,96114
32368,122,66,67188,35981,27,0,122,0,0,0,96115
32369,19,19,-666666666,-1,0,0,19,0,0,0,96116
32370,288,84,64605,26136,31,0,214,0,0,60,96117
32371,1581,593,62099,38182,320,0,1480,0,51,149,96118
32372,31,16,-666666666,-1,0,0,0,0,0,0,96119
32373,1209,350,92917,57451,140,0,720,3,391,110,96120
32374,145,43,83466,24682,0,0,145,0,0,0,96121
32375,4121,1822,53764,33514,561,0,3678,10,181,640,96122
32376,62,21,-666666666,26168,2,0,56,0,1,4,96123
32377,320,60,92738,31304,27,0,293,0,27,0,96124
32378,234,143,74917,54723,0,0,225,0,0,0,96125
32379,227,69,-666666666,16111,3,0,76,0,0,168,96126
32380,600,225,86771,32556,15,1,513,0,15,81,96128
32381,640,187,-666666666,49729,0,0,640,0,0,0,96129
32382,21460,5389,66725,22800,1981,2239,14483,389,498,5234,96130
32383,17,9,40250,19412,6,0,16,0,0,0,96132
32384,188,76,-666666666,20244,0,0,40,0,0,107,96133
32385,2236,769,49327,27948,527,11,1730,0,58,829,96134
32386,106,56,-666666666,-1,0,0,106,0,0,0,96135
32387,40,5,-666666666,6335,34,0,40,0,0,0,96136
32388,2949,1351,59280,35467,627,0,2652,0,16,211,96137
32389,1219,521,129063,89433,37,11,983,66,0,112,96140
32390,592,260,127045,102057,43,0,567,21,0,4,96141
32391,946,425,65625,43832,154,6,907,2,0,54,96142
32392,3130,1277,50693,33622,551,0,2308,23,0,1399,96143
32393,3081,1274,120714,70371,57,66,2712,166,15,164,96145
32394,1147,482,112500,69986,56,7,1060,0,0,74,96146
32395,630,286,96786,51839,15,0,491,0,0,207,96148
32396,29457,12442,76980,51115,3263,146,22244,1616,240,7036,96150
32397,0,0,-666666666,-666666666,0,0,0,0,0,0,96155
32398,19146,7291,113433,69217,1602,25,16437,284,0,2636,96161
32399,41560,14621,108261,49089,2099,844,4696,22376,47,3163,96701
32400,3133,808,88000,29708,339,0,597,164,0,197,96703
32401,8543,2814,84286,44471,1271,132,3886,1284,35,1115,96704
32402,2299,664,103409,34394,158,9,288,1109,0,199,96705
32403,82504,22598,118316,37508,5288,2570,11369,36250,214,12045,96706
32404,49623,15205,116075,45544,3977,2171,10445,13930,51,7007,96707
32405,11511,4031,94075,39520,817,7,6548,970,60,1640,96708
32406,267,139,127250,53202,39,0,132,57,0,69,96710
32407,8359,2675,100039,45067,927,72,3655,1070,30,773,96712
32408,902,375,49583,28459,177,0,277,27,0,18,96713
32409,1278,407,121838,39475,132,0,650,67,0,0,96714
32410,2284,702,88490,35421,80,0,334,1150,0,84,96716
32411,4555,1181,95568,30967,451,44,1440,322,4,606,96717
32412,1318,433,74896,34252,229,0,470,189,0,186,96719
32413,50453,17584,75265,37217,7120,353,9238,15458,24,6640,96720
32414,2141,991,86985,54090,152,16,1622,97,0,333,96722
